# id x y z
8812
4197 -0.935107 0.379634 1
4198 -1.46945 0.306102 1
4199 -1.20228 0.392206 1
4200 -1.20228 0.30593 1
4201 -2.0038 0.288726 1
4202 -2.0038 0.379634 1
4203 -2.53815 0.306102 1
4204 -2.27098 0.392206 1
4205 -2.27098 0.30593 1
4206 -3.0725 0.288726 1
4207 -3.0725 0.379634 1
4208 -3.60684 0.306102 1
4209 -3.33967 0.392206 1
4210 -3.33967 0.30593 1
4211 -4.14119 0.288726 1
4212 -4.14119 0.379634 1
4213 -4.67554 0.306102 1
4214 -4.40836 0.392206 1
4215 -4.40836 0.30593 1
4216 -5.20988 0.288726 1
4217 -5.20988 0.379634 1
4218 -5.74423 0.280562 1
4219 -5.47706 0.392093 1
4220 -5.47706 0.305817 1
4221 2.27098 0.471432 1
4222 2.27098 0.561477 1
4223 2.00934 0.548296 1
4224 1.20228 0.470543 1
4225 1.20228 0.561453 1
4226 0.667859 0.487101 1
4227 0.935107 0.574025 1
4228 0.935182 0.486941 1
4229 0.133587 0.470544 1
4230 0.133587 0.561453 1
4231 -0.40076 0.48792 1
4232 -0.133587 0.574025 1
4233 -0.133587 0.487748 1
4234 -0.935107 0.470544 1
4235 -0.935107 0.561453 1
4236 -1.46945 0.48792 1
4237 -1.20228 0.574025 1
4238 -1.20228 0.487748 1
4239 -2.0038 0.470544 1
4240 -2.0038 0.561453 1
4241 -2.53815 0.48792 1
4242 -2.27098 0.574025 1
4243 -2.27098 0.487748 1
4244 -3.0725 0.470544 1
4245 -3.0725 0.561453 1
4246 -3.60684 0.48792 1
4247 -3.33967 0.574025 1
4248 -3.33967 0.487748 1
4249 -4.14119 0.470544 1
4250 -4.14119 0.561453 1
4251 -4.67554 0.48792 1
4252 -4.40836 0.574025 1
4253 -4.40836 0.487748 1
4254 -5.20988 0.470544 1
4255 -5.20988 0.561494 1
4256 -5.74423 0.46242 1
4257 -5.4769 0.574647 1
4258 -5.47706 0.487644 1
4259 3.33967 0.653251 1
4260 3.33967 0.743387 1
4261 3.07803 0.730165 1
4262 2.27098 0.652362 1
4263 2.27098 0.743363 1
4264 1.73655 0.668921 1
4265 2.0038 0.755911 1
4266 2.00388 0.668761 1
4267 1.20228 0.652362 1
4268 1.20228 0.743363 1
4269 0.667934 0.66974 1
4270 0.935107 0.755911 1
4271 0.935107 0.669567 1
4272 0.133587 0.652362 1
4273 0.133587 0.743363 1
4274 -0.40076 0.66974 1
4275 -0.133587 0.755911 1
4276 -0.133587 0.669567 1
4277 -0.935107 0.652362 1
4278 -0.935107 0.743363 1
4279 -1.46945 0.66974 1
4280 -1.20228 0.755911 1
4281 -1.20228 0.669567 1
4282 -2.0038 0.652362 1
4283 -2.0038 0.743363 1
4284 -2.53815 0.66974 1
4285 -2.27098 0.755911 1
4286 -2.27098 0.669567 1
4287 -3.0725 0.652362 1
4288 -3.0725 0.743363 1
4289 -3.60684 0.66974 1
4290 -3.33967 0.755911 1
4291 -3.33967 0.669567 1
4292 -4.14119 0.652362 1
4293 -4.14119 0.744636 1
4294 -4.67554 0.669763 1
4295 -4.40836 0.75591 1
4296 -4.40836 0.669567 1
4297 -5.20943 0.654038 1
4298 -5.7448 0.678907 1
4299 -5.47253 0.68347 1
4300 4.40836 0.83572 1
4301 4.40836 0.930925 1
4302 4.14145 0.952271 1
4303 4.15015 0.883516 1
4304 3.34479 0.838039 1
4305 2.80525 0.852471 1
4306 3.0734 0.857768 1
4307 2.2761 0.83804 1
4308 1.73663 0.85329 1
4309 2.00464 0.858468 1
4310 1.2074 0.83804 1
4311 0.667934 0.85329 1
4312 0.935943 0.858468 1
4313 0.138709 0.83804 1
4314 -0.40076 0.85329 1
4315 -0.132751 0.858468 1
4316 -0.929985 0.83804 1
4317 -1.46945 0.85329 1
4318 -1.20145 0.858468 1
4319 -1.99868 0.83804 1
4320 -2.53815 0.85329 1
4321 -2.27014 0.858468 1
4322 -3.06737 0.83804 1
4323 -3.60684 0.85329 1
4324 -3.33883 0.858468 1
4325 -4.14119 0.872732 1
4326 -4.67742 0.852692 1
4327 -4.40837 0.95061 1
4328 -4.40837 0.853199 1
4329 -5.19819 0.761416 1
4330 4.93098 1 0.902387
4331 5.20988 1 1
4332 5.74423 1 1
4333 3.8977 1 0.73122
4334 2.8284 1 0.549068
4335 1.75973 1 0.367241
4336 0.691032 1 0.185423
4337 -0.377662 1 0.00360477
4338 -1.44636 1 -0.178213
4339 -2.51505 1 -0.360031
4340 -3.58373 1 -0.541847
4341 3.88501 1 0.868904
4342 3.84827 1 0.933295
4343 4.14119 1 1
4344 4.67554 1 1
4345 3.59862 1 0.772671
4346 2.80223 1 0.692154
4347 3.58776 1 0.886531
4348 2.85665 1 0.812831
4349 2.78237 1 0.925844
4350 3.07217 1 0.967742
4351 3.60684 1 1
4352 1.73225 1 0.509005
4353 1.76647 1 0.58062
4354 2.21992 1 0.790095
4355 2.47008 1 0.751814
4356 1.73301 1 0.693571
4357 2.51614 1 0.885438
4358 1.77665 1 0.864099
4359 1.70811 1 0.92913
4360 2.00348 1 0.967754
4361 2.53815 1 1
4362 0.666466 1 0.322306
4363 0.694817 1 0.398969
4364 1.21537 1 0.557647
4365 1.24875 1 0.613966
4366 0.684862 1 0.545742
4367 1.15109 1 0.7901
4368 1.40504 1 0.750981
4369 0.663914 1 0.691139
4370 1.44767 1 0.886821
4371 0.707956 1 0.864099
4372 0.639416 1 0.92913
4373 0.934786 1 0.967754
4374 1.46945 1 1
4375 -0.402228 1 0.140488
4376 -0.373877 1 0.217151
4377 0.0817315 1 0.383217
4378 0.210746 1 0.47013
4379 -0.383488 1 0.36289
4380 0.145839 1 0.552768
4381 0.180096 1 0.615022
4382 0.356349 1 0.586474
4383 -0.406108 1 0.503971
4384 -0.36881 1 0.580086
4385 0.0823965 1 0.7901
4386 0.34776 1 0.73622
4387 -0.40433 1 0.692202
4388 0.37914 1 0.88507
4389 -0.360738 1 0.864099
4390 -0.429279 1 0.92913
4391 -0.133908 1 0.967754
4392 0.40076 1 1
4393 -1.47092 1 -0.0413296
4394 -1.44257 1 0.0353328
4395 -0.986962 1 0.201399
4396 -0.856837 1 0.28485
4397 -1.45218 1 0.181072
4398 -0.982854 1 0.381649
4399 -0.901535 1 0.469328
4400 -0.708129 1 0.399961
4401 -1.4748 1 0.320754
4402 -1.44074 1 0.399795
4403 -0.924234 1 0.551319
4404 -0.888488 1 0.613508
4405 -1.45258 1 0.545759
4406 -0.986298 1 0.7901
4407 -0.732238 1 0.749764
4408 -1.47347 1 0.691139
4409 -0.689718 1 0.886821
4410 -1.42943 1 0.864099
4411 -1.49797 1 0.92913
4412 -1.2026 1 0.967754
4413 -0.667934 1 1
4414 -2.53962 1 -0.223148
4415 -2.51127 1 -0.146485
4416 -2.05566 1 0.0195807
4417 -1.92553 1 0.103031
4418 -2.52088 1 -0.000745711
4419 -2.05155 1 0.199831
4420 -1.97059 1 0.293699
4421 -1.78048 1 0.222167
4422 -2.5435 1 0.138935
4423 -2.50943 1 0.217977
4424 -2.05307 1 0.378422
4425 -1.92588 1 0.46882
4426 -2.52093 1 0.362907
4427 -1.99155 1 0.552768
4428 -1.95729 1 0.615022
4429 -1.78104 1 0.586475
4430 -2.5435 1 0.503971
4431 -2.5062 1 0.580086
4432 -2.05499 1 0.7901
4433 -1.78963 1 0.73622
4434 -2.54172 1 0.692202
4435 -1.75825 1 0.88507
4436 -2.49813 1 0.864099
4437 -2.56667 1 0.92913
4438 -2.2713 1 0.967754
4439 -1.73663 1 1
4440 -3.60831 1 -0.404966
4441 -3.57996 1 -0.328303
4442 -3.12435 1 -0.162237
4443 -2.99423 1 -0.0787865
4444 -3.58957 1 -0.182564
4445 -3.12024 1 0.0180125
4446 -3.03929 1 0.111881
4447 -2.84917 1 0.0403492
4448 -3.61219 1 -0.0428826
4449 -3.57812 1 0.0361587
4450 -3.12176 1 0.196604
4451 -2.99335 1 0.283339
4452 -3.58962 1 0.181089
4453 -3.12024 1 0.381649
4454 -3.03892 1 0.469328
4455 -2.84552 1 0.399962
4456 -3.61219 1 0.320754
4457 -3.57812 1 0.399795
4458 -3.06162 1 0.551319
4459 -3.02588 1 0.613508
4460 -3.58997 1 0.545759
4461 -3.12369 1 0.7901
4462 -2.86963 1 0.749764
4463 -3.61086 1 0.691139
4464 -2.82711 1 0.886821
4465 -3.56682 1 0.864099
4466 -3.63536 1 0.92913
4467 -3.33999 1 0.967754
4468 -2.80532 1 1
4469 -4.66046 1 -0.542675
4470 -4.19304 1 -0.344055
4471 -4.06292 1 -0.260605
4472 -4.67791 1 -0.402915
4473 -4.64673 1 -0.327475
4474 -4.19391 1 -0.166411
4475 -4.10798 1 -0.0699366
4476 -3.91786 1 -0.141469
4477 -4.65832 1 -0.182547
4478 -4.19046 1 0.0147861
4479 -4.06204 1 0.101521
4480 -4.68088 1 -0.0428826
4481 -4.64682 1 0.0361587
4482 -4.19391 1 0.197225
4483 -4.10798 1 0.293699
4484 -3.91787 1 0.222168
4485 -4.65832 1 0.181089
4486 -4.19046 1 0.378422
4487 -4.06327 1 0.46882
4488 -4.68088 1 0.322152
4489 -4.64319 1 0.398473
4490 -4.12894 1 0.552768
4491 -4.09468 1 0.615022
4492 -3.91843 1 0.586475
4493 -4.68013 1 0.51059
4494 -4.64206 1 0.581379
4495 -4.19228 1 0.790105
4496 -3.92702 1 0.73622
4497 -4.66301 1 0.692585
4498 -4.64526 1 0.767482
4499 -3.89564 1 0.88507
4500 -4.39647 1 0.967836
4501 -4.40836 1 1
4502 -3.87402 1 1
4503 -5.20379 1 -0.70799
4504 -5.17471 1 -0.61474
4505 -4.98633 1 -0.688517
4506 -5.69154 1 -0.741616
4507 -5.26382 1 -0.532092
4508 -5.1786 1 -0.438198
4509 -5.67231 1 -0.561889
4510 -5.26624 1 -0.347741
4511 -5.17598 1 -0.255971
4512 -4.98657 1 -0.32575
4513 -5.67022 1 -0.379404
4514 -5.26624 1 -0.165923
4515 -5.1786 1 -0.0745636
4516 -5.67022 1 -0.197586
4517 -5.26624 1 0.0158946
4518 -5.17598 1 0.107665
4519 -4.98657 1 0.0378861
4520 -5.67022 1 -0.0157676
4521 -5.26624 1 0.197713
4522 -5.17699 1 0.283145
4523 -5.67022 1 0.16605
4524 -5.20352 1 0.370596
4525 -5.15992 1 0.431491
4526 -4.99182 1 0.402402
4527 -5.66981 1 0.348822
4528 -5.12049 1 0.552891
4529 -5.26487 1 0.60858
4530 -5.72499 1 0.478506
4531 -5.66021 1 0.561552
4532 -4.9487 1 0.71537
4533 -5.05753 1 0.72153
4534 -5.72427 1 0.694828
4535 -5.4605 1 0.807119
4536 -5.75351 1 0.865991
4537 -5.20707 1 0.876071
4538 -5.4989 1 0.883035
4539 -5.47656 -0.683603 -1
4540 -5.46767 -0.78969 -1
4541 -5.41858 -0.891462 -1
4542 -5.47706 -0.48783 -1
4543 -5.47704 -0.576783 -1
4544 -5.47706 -0.305926 -1
4545 -5.47706 -0.392203 -1
4546 -5.47706 -0.124108 -1
4547 -5.47706 -0.210385 -1
4548 -5.47706 0.0577097 -1
4549 -5.47706 -0.0285671 -1
4550 -5.47706 0.239528 -1
4551 -5.47706 0.153251 -1
4552 -5.47706 0.421346 -1
4553 -5.47706 0.335069 -1
4554 -5.47718 0.603288 -1
4555 -5.47706 0.516887 -1
4556 -5.47884 0.703563 -1
4557 -5.30118 -0.903069 -1
4558 -4.40837 -0.85313 -1
4559 -4.40837 -0.950541 -1
4560 -5.74415 -0.675526 -1
4561 -5.20985 -0.652244 -1
4562 -5.20878 -0.743887 -1
4563 -4.40836 -0.669567 -1
4564 -4.40836 -0.75591 -1
4565 -4.67751 -0.852479 -1
4566 -4.14119 -0.834816 -1
4567 -4.14119 -0.930889 -1
4568 -3.33969 -0.853148 -1
4569 -3.34468 -0.948854 -1
4570 -5.74423 -0.487141 -1
4571 -5.20988 -0.470479 -1
4572 -5.20988 -0.561394 -1
4573 -4.40836 -0.487748 -1
4574 -4.40836 -0.574025 -1
4575 -4.67554 -0.669673 -1
4576 -4.14119 -0.652298 -1
4577 -4.14119 -0.743229 -1
4578 -3.33967 -0.669567 -1
4579 -3.33967 -0.755911 -1
4580 -3.60684 -0.853247 -1
4581 -3.07229 -0.834828 -1
4582 -3.06745 -0.9291 -1
4583 -2.271 -0.853148 -1
4584 -2.27598 -0.948854 -1
4585 -5.74423 -0.305246 -1
4586 -5.20988 -0.288661 -1
4587 -5.20988 -0.37957 -1
4588 -4.40836 -0.30593 -1
4589 -4.40836 -0.392206 -1
4590 -4.67554 -0.487855 -1
4591 -4.14119 -0.470479 -1
4592 -4.14119 -0.561388 -1
4593 -3.33967 -0.487748 -1
4594 -3.33967 -0.574025 -1
4595 -3.60684 -0.669675 -1
4596 -3.0725 -0.652298 -1
4597 -3.0725 -0.743229 -1
4598 -2.27098 -0.669567 -1
4599 -2.27098 -0.755911 -1
4600 -2.53815 -0.853247 -1
4601 -2.0036 -0.834828 -1
4602 -1.99876 -0.9291 -1
4603 -1.2023 -0.853148 -1
4604 -1.20729 -0.948854 -1
4605 -5.74423 -0.123428 -1
4606 -5.20988 -0.106843 -1
4607 -5.20988 -0.197752 -1
4608 -4.40836 -0.124112 -1
4609 -4.40836 -0.210388 -1
4610 -4.67554 -0.306037 -1
4611 -4.14119 -0.288661 -1
4612 -4.14119 -0.37957 -1
4613 -3.33967 -0.30593 -1
4614 -3.33967 -0.392206 -1
4615 -3.60684 -0.487855 -1
4616 -3.0725 -0.470479 -1
4617 -3.0725 -0.561388 -1
4618 -2.27098 -0.487748 -1
4619 -2.27098 -0.574025 -1
4620 -2.53815 -0.669675 -1
4621 -2.0038 -0.652298 -1
4622 -2.0038 -0.743229 -1
4623 -1.20228 -0.669567 -1
4624 -1.20228 -0.755911 -1
4625 -1.46945 -0.853247 -1
4626 -0.934903 -0.834828 -1
4627 -0.930064 -0.9291 -1
4628 -0.133607 -0.853148 -1
4629 -0.138595 -0.948854 -1
4630 -5.74423 0.0583897 -1
4631 -5.20988 0.0749751 -1
4632 -5.20988 -0.0159339 -1
4633 -4.40836 0.0577064 -1
4634 -4.40836 -0.0285704 -1
4635 -4.67554 -0.124219 -1
4636 -4.14119 -0.106843 -1
4637 -4.14119 -0.197752 -1
4638 -3.33967 -0.124112 -1
4639 -3.33967 -0.210388 -1
4640 -3.60684 -0.306037 -1
4641 -3.0725 -0.288661 -1
4642 -3.0725 -0.37957 -1
4643 -2.27098 -0.30593 -1
4644 -2.27098 -0.392206 -1
4645 -2.53815 -0.487855 -1
4646 -2.0038 -0.470479 -1
4647 -2.0038 -0.561388 -1
4648 -1.20228 -0.487748 -1
4649 -1.20228 -0.574025 -1
4650 -1.46945 -0.669675 -1
4651 -0.935107 -0.652298 -1
4652 -0.935107 -0.743229 -1
4653 -0.133587 -0.669567 -1
4654 -0.133587 -0.755911 -1
4655 -0.40076 -0.853247 -1
4656 0.133791 -0.834828 -1
4657 0.13863 -0.9291 -1
4658 0.935087 -0.853148 -1
4659 0.930099 -0.948854 -1
4660 -5.74423 0.240208 -1
4661 -5.20988 0.256793 -1
4662 -5.20988 0.165884 -1
4663 -4.40836 0.239524 -1
4664 -4.40836 0.153248 -1
4665 -4.67554 0.0575988 -1
4666 -4.14119 0.0749751 -1
4667 -4.14119 -0.0159339 -1
4668 -3.33967 0.0577064 -1
4669 -3.33967 -0.0285704 -1
4670 -3.60684 -0.124219 -1
4671 -3.0725 -0.106843 -1
4672 -3.0725 -0.197752 -1
4673 -2.27098 -0.124112 -1
4674 -2.27098 -0.210388 -1
4675 -2.53815 -0.306037 -1
4676 -2.0038 -0.288661 -1
4677 -2.0038 -0.37957 -1
4678 -1.20228 -0.30593 -1
4679 -1.20228 -0.392206 -1
4680 -1.46945 -0.487855 -1
4681 -0.935107 -0.470479 -1
4682 -0.935107 -0.561388 -1
4683 -0.133587 -0.487748 -1
4684 -0.133587 -0.574025 -1
4685 -0.40076 -0.669675 -1
4686 0.133587 -0.652298 -1
4687 0.133587 -0.743229 -1
4688 0.935107 -0.669567 -1
4689 0.935107 -0.755911 -1
4690 0.667934 -0.853247 -1
4691 1.20249 -0.834828 -1
4692 1.20732 -0.9291 -1
4693 2.00378 -0.853148 -1
4694 1.99879 -0.948854 -1
4695 -5.74423 0.422026 -1
4696 -5.20988 0.438611 -1
4697 -5.20988 0.347702 -1
4698 -4.40829 0.422149 -1
4699 -4.40836 0.335066 -1
4700 -4.67554 0.239417 -1
4701 -4.14119 0.256793 -1
4702 -4.14119 0.165884 -1
4703 -3.3396 0.240331 -1
4704 -3.33967 0.153248 -1
4705 -3.60684 0.0575988 -1
4706 -3.0725 0.0749751 -1
4707 -3.0725 -0.0159339 -1
4708 -2.2709 0.0585132 -1
4709 -2.27098 -0.0285704 -1
4710 -2.53815 -0.124219 -1
4711 -2.0038 -0.106843 -1
4712 -2.0038 -0.197752 -1
4713 -1.20221 -0.123305 -1
4714 -1.20228 -0.210388 -1
4715 -1.46945 -0.306037 -1
4716 -0.935107 -0.288661 -1
4717 -0.935107 -0.37957 -1
4718 -0.133512 -0.305123 -1
4719 -0.133587 -0.392206 -1
4720 -0.40076 -0.487855 -1
4721 0.133587 -0.470479 -1
4722 0.133587 -0.561388 -1
4723 0.935182 -0.486941 -1
4724 0.935107 -0.574025 -1
4725 0.667934 -0.669675 -1
4726 1.20228 -0.652298 -1
4727 1.20228 -0.743229 -1
4728 2.00388 -0.668761 -1
4729 2.0038 -0.755911 -1
4730 1.73663 -0.853247 -1
4731 2.27118 -0.834828 -1
4732 2.27602 -0.9291 -1
4733 3.07255 -0.852341 -1
4734 3.06749 -0.948854 -1
4735 -5.7443 0.604665 -1
4736 -5.21001 0.620498 -1
4737 -5.20988 0.52952 -1
4738 -4.40273 0.542576 -1
4739 -4.67554 0.421235 -1
4740 -4.14119 0.438612 -1
4741 -4.14119 0.347702 -1
4742 -3.33404 0.360758 -1
4743 -3.60684 0.239417 -1
4744 -3.0725 0.256794 -1
4745 -3.0725 0.165884 -1
4746 -2.26534 0.17894 -1
4747 -2.53815 0.0575989 -1
4748 -2.0038 0.0749757 -1
4749 -2.0038 -0.0159339 -1
4750 -1.19665 -0.00287819 -1
4751 -1.46945 -0.124219 -1
4752 -0.935107 -0.106842 -1
4753 -0.935107 -0.197752 -1
4754 -0.127954 -0.184696 -1
4755 -0.40076 -0.306037 -1
4756 0.133587 -0.28866 -1
4757 0.133587 -0.37957 -1
4758 0.94074 -0.366514 -1
4759 0.667934 -0.487855 -1
4760 1.20228 -0.470479 -1
4761 1.20228 -0.561388 -1
4762 2.00943 -0.548333 -1
4763 1.73663 -0.669675 -1
4764 2.27098 -0.652297 -1
4765 2.27098 -0.743229 -1
4766 3.07813 -0.730202 -1
4767 2.80532 -0.853247 -1
4768 3.33987 -0.834828 -1
4769 3.34471 -0.9291 -1
4770 4.15013 -0.883634 -1
4771 4.13897 -0.948833 -1
4772 -5.74118 0.832825 -1
4773 -5.21002 0.807438 -1
4774 -5.2119 0.713073 -1
4775 -4.40847 0.755807 -1
4776 -4.67561 0.604275 -1
4777 -4.14119 0.619499 -1
4778 -4.14119 0.529486 -1
4779 -3.33978 0.573966 -1
4780 -3.60692 0.422456 -1
4781 -3.0725 0.43768 -1
4782 -3.0725 0.347668 -1
4783 -2.27108 0.392148 -1
4784 -2.53822 0.240638 -1
4785 -2.0038 0.255862 -1
4786 -2.0038 0.16585 -1
4787 -1.20239 0.21033 -1
4788 -1.46953 0.0588199 -1
4789 -0.935107 0.0740442 -1
4790 -0.935107 -0.0159683 -1
4791 -0.133696 0.0285117 -1
4792 -0.400835 -0.122998 -1
4793 0.133587 -0.107774 -1
4794 0.133587 -0.197786 -1
4795 0.934998 -0.153306 -1
4796 0.667859 -0.304816 -1
4797 1.20228 -0.289592 -1
4798 1.20228 -0.379604 -1
4799 2.00369 -0.335124 -1
4800 1.73655 -0.486635 -1
4801 2.27098 -0.47141 -1
4802 2.27098 -0.561423 -1
4803 3.07239 -0.516943 -1
4804 2.80525 -0.668454 -1
4805 3.33967 -0.653229 -1
4806 3.33967 -0.743264 -1
4807 4.14108 -0.698779 -1
4808 3.87394 -0.852016 -1
4809 4.40857 -0.835754 -1
4810 4.41341 -0.929129 -1
4811 5.19804 -0.900932 -1
4812 5.87782 -0.909091 -1
4813 -5.49235 -1 -0.930699
4814 -3.87402 -1 -1
4815 -4.62358 -1 -0.899949
4816 -4.40836 -1 -1
4817 -2.80532 -1 -1
4818 -3.7005 -1 -0.853798
4819 -1.73663 -1 -1
4820 -2.6318 -1 -0.853798
4821 -0.667934 -1 -1
4822 -1.56311 -1 -0.853798
4823 0.40076 -1 -1
4824 -0.494412 -1 -0.853798
4825 1.46945 -1 -1
4826 0.574282 -1 -0.853798
4827 2.53815 -1 -1
4828 1.64061 -1 -0.849426
4829 3.60684 -1 -1
4830 2.71348 -1 -0.848067
4831 4.67554 -1 -1
4832 3.80146 -1 -0.88763
4833 4.13811 -1 -0.962014
4834 -5.22053 -1 -0.901339
4835 -5.75631 -1 -0.707868
4836 -5.34562 -1 -0.823224
4837 -5.38179 -1 -0.744047
4838 -5.47572 -1 -0.847985
4839 -4.03143 -1 -0.913338
4840 -4.4644 -1 -0.65689
4841 -4.729 -1 -0.682123
4842 -4.47479 -1 -0.719668
4843 -5.18303 -1 -0.785274
4844 -4.96543 -1 -0.788064
4845 -5.10449 -1 -0.716252
4846 -2.96274 -1 -0.913338
4847 -3.39597 -1 -0.656812
4848 -3.66119 -1 -0.676062
4849 -3.40836 -1 -0.719042
4850 -3.93294 -1 -0.761792
4851 -4.46464 -1 -0.474991
4852 -4.72955 -1 -0.494155
4853 -4.47687 -1 -0.537042
4854 -5.00309 -1 -0.575043
4855 -1.89405 -1 -0.913338
4856 -2.32728 -1 -0.656812
4857 -2.5925 -1 -0.676062
4858 -2.33967 -1 -0.719042
4859 -2.86425 -1 -0.761792
4860 -3.39595 -1 -0.474991
4861 -3.66099 -1 -0.494162
4862 -3.40818 -1 -0.537042
4863 -3.97526 -1 -0.586685
4864 -4.46464 -1 -0.293173
4865 -4.72956 -1 -0.312334
4866 -4.47687 -1 -0.355223
4867 -5.03723 -1 -0.407778
4868 -5.09224 -1 -0.348701
4869 -0.825355 -1 -0.913338
4870 -1.25859 -1 -0.656812
4871 -1.5238 -1 -0.676062
4872 -1.27097 -1 -0.719042
4873 -1.79555 -1 -0.761792
4874 -2.32726 -1 -0.474991
4875 -2.5923 -1 -0.494162
4876 -2.33948 -1 -0.537042
4877 -2.90657 -1 -0.586685
4878 -3.39595 -1 -0.293173
4879 -3.66099 -1 -0.312344
4880 -3.40818 -1 -0.355223
4881 -3.97526 -1 -0.404866
4882 -4.46464 -1 -0.111355
4883 -4.72956 -1 -0.130516
4884 -4.47687 -1 -0.173405
4885 -4.99503 -1 -0.216278
4886 -5.09007 -1 -0.169006
4887 0.243339 -1 -0.913338
4888 -0.189891 -1 -0.656812
4889 -0.455108 -1 -0.676062
4890 -0.20228 -1 -0.719042
4891 -0.726858 -1 -0.761792
4892 -1.25856 -1 -0.474991
4893 -1.52361 -1 -0.494162
4894 -1.27079 -1 -0.537042
4895 -1.83787 -1 -0.586685
4896 -2.32726 -1 -0.293173
4897 -2.5923 -1 -0.312344
4898 -2.33948 -1 -0.355223
4899 -2.90657 -1 -0.404866
4900 -3.39595 -1 -0.111355
4901 -3.66099 -1 -0.130526
4902 -3.40818 -1 -0.173405
4903 -3.97526 -1 -0.223048
4904 -4.46464 -1 0.0704629
4905 -4.72956 -1 0.0513018
4906 -4.47687 -1 0.00841274
4907 -4.99503 -1 -0.0344595
4908 -5.09007 -1 0.0128123
4909 1.31203 -1 -0.913338
4910 0.878803 -1 -0.656812
4911 0.613587 -1 -0.676062
4912 0.866414 -1 -0.719042
4913 0.341836 -1 -0.761792
4914 -0.189866 -1 -0.474991
4915 -0.45491 -1 -0.494162
4916 -0.202092 -1 -0.537042
4917 -0.76918 -1 -0.586685
4918 -1.25856 -1 -0.293173
4919 -1.52361 -1 -0.312344
4920 -1.27079 -1 -0.355223
4921 -1.83787 -1 -0.404866
4922 -2.32726 -1 -0.111355
4923 -2.5923 -1 -0.130526
4924 -2.33948 -1 -0.173405
4925 -2.90657 -1 -0.223048
4926 -3.39595 -1 0.0704629
4927 -3.66099 -1 0.0512922
4928 -3.40818 -1 0.00841275
4929 -3.97526 -1 -0.0412299
4930 -4.46464 -1 0.252281
4931 -4.72956 -1 0.23312
4932 -4.47687 -1 0.190231
4933 -4.99503 -1 0.147359
4934 -5.09007 -1 0.19463
4935 2.37907 -1 -0.908682
4936 1.94782 -1 -0.659332
4937 1.71683 -1 -0.685846
4938 1.93385 -1 -0.719596
4939 1.40511 -1 -0.764472
4940 0.879155 -1 -0.477511
4941 0.648335 -1 -0.503933
4942 0.86534 -1 -0.537596
4943 0.292404 -1 -0.589342
4944 -0.189539 -1 -0.295693
4945 -0.420359 -1 -0.322115
4946 -0.203354 -1 -0.355777
4947 -0.776288 -1 -0.407524
4948 -1.25823 -1 -0.113875
4949 -1.48905 -1 -0.140297
4950 -1.27205 -1 -0.173959
4951 -1.84498 -1 -0.225706
4952 -2.32693 -1 0.067943
4953 -2.55775 -1 0.041521
4954 -2.34074 -1 0.00785881
4955 -2.91368 -1 -0.0438878
4956 -3.39562 -1 0.249761
4957 -3.62644 -1 0.223339
4958 -3.40944 -1 0.189677
4959 -3.98237 -1 0.13793
4960 -4.46432 -1 0.431579
4961 -4.6951 -1 0.405159
4962 -4.47813 -1 0.371495
4963 -4.99502 -1 0.329177
4964 -5.09004 -1 0.376452
4965 3.57133 -1 -0.923754
4966 3.48637 -1 -0.89988
4967 2.91875 -1 -0.721246
4968 2.48533 -1 -0.766031
4969 2.40819 -1 -0.761173
4970 2.06155 -1 -0.487682
4971 1.8546 -1 -0.537416
4972 1.41033 -1 -0.582368
4973 1.33417 -1 -0.562361
4974 0.992853 -1 -0.305864
4975 0.785904 -1 -0.355598
4976 0.34164 -1 -0.400549
4977 0.265471 -1 -0.380542
4978 -0.0758416 -1 -0.124046
4979 -0.28279 -1 -0.17378
4980 -0.727054 -1 -0.218731
4981 -0.803223 -1 -0.198724
4982 -1.14454 -1 0.0577725
4983 -1.35148 -1 0.00803841
4984 -1.79575 -1 -0.036913
4985 -1.87192 -1 -0.0169059
4986 -2.21323 -1 0.239591
4987 -2.42018 -1 0.189856
4988 -2.86444 -1 0.144905
4989 -2.94061 -1 0.164912
4990 -3.28193 -1 0.421409
4991 -3.48887 -1 0.371675
4992 -3.93314 -1 0.326723
4993 -4.00931 -1 0.34673
4994 -4.35054 -1 0.603217
4995 -4.55678 -1 0.553386
4996 -4.99486 -1 0.513997
4997 -5.08816 -1 0.557514
4998 -5.57223 -1 0.784645
4999 -5.58065 -1 0.731046
5000 4.51725 -1 -0.906022
5001 4.63074 -1 -0.931274
5002 3.62216 -1 -0.761028
5003 3.55273 -1 -0.657709
5004 2.55193 -1 -0.573356
5005 2.48501 -1 -0.470093
5006 1.47879 -1 -0.389898
5007 1.41632 -1 -0.288275
5008 0.410093 -1 -0.20808
5009 0.347624 -1 -0.106457
5010 -0.658601 -1 -0.0262623
5011 -0.72107 -1 0.075361
5012 -1.7273 -1 0.155556
5013 -1.78977 -1 0.257179
5014 -2.79599 -1 0.337374
5015 -2.85846 -1 0.438997
5016 -3.86468 -1 0.519192
5017 -3.92715 -1 0.620815
5018 -4.86868 -1 0.756185
5019 -4.91564 -1 0.697201
5020 -5.87782 -0.909091 1
5021 5.49244 -0.964268 1
5022 5.47656 -0.683603 1
5023 5.46767 -0.78969 1
5024 5.419 -0.890458 1
5025 5.47706 -0.48783 1
5026 5.47704 -0.576783 1
5027 5.47706 -0.305926 1
5028 5.47706 -0.392203 1
